UserId; SessionType; dt in ms; HeadOrigin.x; HeadOrigin.y; HeadOrigin.z; HeadDir.x; HeadDir.y; HeadDir.z; EyeOrigin.x; EyeOrigin.y; EyeOrigin.z; EyeDir.x; EyeDir.y; EyeDir.z; EyeHitPos.x; EyeHitPos.y; EyeHitPos.z
tester; Session00; 69,7355; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 76,7419; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 81,6682; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 88,6501; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 96,6518; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 101,9899; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 106,9837; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 111,9858; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 117,0086; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 123,7103; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 129,7707; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 135,7751; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 141,7755; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 149,7237; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 155,7234; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 161,8148; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 167,8914; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 174,1283; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 180,128; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 187,1296; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 192,0319; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 198,125; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 204,1606; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 210,1045; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 218,1303; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 224,9284; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 230,8718; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 236,9919; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 242,8965; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 248,9253; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 257,8957; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 264,0248; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 270,371; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 276,2738; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 284,2736; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 290,3709; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 296,3418; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 302,4353; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 308,3422; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 316,4346; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 322,2637; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 328,2388; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 334,3453; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 340,2475; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 347,3427; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 352,246; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 358,3427; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 364,4016; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 371,4457; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 377,5304; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 385,4683; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 391,6686; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 397,6064; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 404,6064; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 408,6071; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 413,6068; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 419,6074; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 425,6131; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 431,6131; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 438,6054; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 444,7439; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 452,7236; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 458,8129; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 464,8533; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 470,8551; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 477,9539; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 483,9814; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 491,9888; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 498,1387; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 504,1468; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 510,2083; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 516,2515; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 521,1634; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 527,4448; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 534,3612; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 540,4548; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 546,427; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 554,4339; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 560,5655; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 566,4719; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 573,5596; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 579,5597; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 587,4976; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 593,5719; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 600,6669; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 606,6661; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 612,7002; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 618,8086; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 623,472; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 630,4723; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 636,5952; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 642,5403; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 648,7034; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 656,7103; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 663,7367; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 669,9645; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 675,9572; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 681,9566; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 688,0067; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 696,9114; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 703,0022; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 709,9699; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 715,2058; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 721,2064; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 727,1117; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 733,2018; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 738,109; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 744,2058; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 750,2057; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 756,1386; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 762,1134; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 767,1593; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 773,2065; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 779,2053; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 785,209; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 791,7739; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 796,6771; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 803,7068; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 810,805; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 816,7203; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 823,7387; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 829,8911; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
tester; Session00; 835,8918; -0,06218893; -0,0322222; 0,579326; 0; 0; 0; -0,06218893; -0,0322222; 0,579326; 0,2114299; -0,1499431; 0,9658233; 0,2416849; -0,2477252; 1,967438
